country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
CHE,1991,6292.7,1.17791200474775,111.040847559158,3628.0025,42350.183,6.22796808823529,190.616973138534,15.0756029411765,14.8603846479,241001802286.611,34800.0,7.8,1.30256421951548,6800000.0,1.41179424157649,4983040.0
CHL,1991,4050.8,2.25866517170375,147.906920191164,1032.61707689484,32991.999,2.45671495530487,351.887597984903,35.0247722985126,15.9677661676,36424168146.1543,2500.0,17.5,1.8146251849855,13429315.0,2.07838268113865,11216163.888
CHN,1991,4232.7,1.1505561600763,627.922681111306,744.485727941049,2584538.27,2.24590127565651,1894.26378182123,9.28486887154799,13.5681521574,379468656246.251,350.0,47.4,1.36443400840349,1150780000.0,4.24233046340784,324519960.0
CIV,1991,844.2,0.155402646377575,185.978572985287,343.706723683519,5636.179,0.435364687452688,235.574394451449,16.8566061171585,22.5924660275,10492662389.9953,720.0,152.7,3.36315514788249,12945880.0,4.21593182327,5183530.352
CMR,1991,1178.6,-0.116596591555468,206.140645641911,401.288150332197,1111.101,0.0886759387781423,45.5525917161928,14.0561651549764,7.14354130803,12434368415.9998,860.0,137.6,2.82556058660347,12529904.0,5.06083343829735,5214946.0448
COG,1991,707.3,1.2020251393877,93.929089014358,332.930986846448,1265.115,0.515544810015575,145.449526370392,29.6348155495371,5.43991864343,2724862285.80746,950.0,114.8,2.68602349414521,2453938.0,3.45652813158572,1342794.8736
COL,1991,2450.7,1.10791699892495,119.217829363359,729.181570052158,57120.859,1.68747143092087,275.893809401515,31.2471286903023,20.3468302036,41239551378.2482,1230.0,35.4,1.92882415968439,33849971.0,2.57097464417874,23268470.0654
CRI,1991,3298.9,2.49073427660202,106.723848347705,666.213389819254,3336.97,1.06021348704078,169.840572309468,24.202886716902,19.8340314775,7162546469.7656,2370.0,16.7,2.48371844648484,3147451.0,4.47558277713675,1627861.6572
DEU,1991,5986.1,0.262538711953625,160.757770493381,4306.24443222436,960992.355,12.010302634539,448.36039961669,7.91036193666108,32.2668644759,1808603417796.11,22170.0,8.1,0.728771986658801,80014000.0,0.783476629199191,58522239.6
DNK,1991,5911.5,1.13575991229603,145.298659543941,3735.29355840124,61433.251,11.9195287155607,463.656073529,20.0834303453628,4.78178766701,136693973266.63,25290.0,8.3,0.272003259144814,5154000.0,0.319161966172385,4372653.6
DOM,1991,4130.7,1.49109778328715,148.214162356362,562.187441500657,10135.588,1.38090303503108,364.058980197354,21.1038654049837,22.1327798134413,9724379019.62036,1030.0,59.5,1.99752184873127,7339826.0,2.9351414115868,4089751.0472
DZA,1991,1114.5,0.0254590237921263,151.220718752405,905.415887663051,81458.738,3.14141838818753,524.673305424178,7.15233300013575,6.30637456893,45715368143.9784,2030.0,65.2,2.46501327286438,25930560.0,3.95103795127534,13712080.128
ECU,1991,1673.9,1.40988546871451,104.670150837242,592.925543036269,16486.832,1.57114739050791,277.357311189313,26.042050038986,21.9989857149,11348439539.9779,970.0,49.8,2.24457766794577,10493498.0,3.21984275758308,5838582.2872
EGY,1991,5612.9,0.684328377455141,174.093787248583,558.775405727039,78715.822,1.35828440264737,423.191273978645,21.2101845125065,1.94377265021,36970555121.6287,720.0,88.4,1.93238229197352,57952386.0,1.61002419564875,25128154.5696
EMU,1991,4816.47882560464,1.0951312357938,150.105532564567,3553.22495204152,2718904.68792074,8.88084650973498,375.170222251768,17.5936171117926,12.1596244724101,5908377409781.09,18573.2620916544,9.2604685717,0.474192441207293,306153775.424486,0.662128341293595,216697950.72116
ESP,1991,2490.7,2.22927829703582,118.679357944427,2399.61224015481,235080.369,6.03713673035166,298.583037288822,22.0228408243139,7.90938914304,560395839551.641,13340.0,10.4,0.265346585642195,38939050.0,0.397533287217686,29398982.75
FIN,1991,3347.6,-0.185961337099806,265.526246130631,5742.48643797367,54891.323,10.9476112883925,506.20548448868794,17.8441364180295,8.67357750311,125243346566.681,24330.0,6.4,0.560001428133874,5014000.0,0.560001463473542,3078596.0
FRA,1991,6537.9,1.21669106403233,165.573428355472,4047.29528720042,427667.542,7.31619737433789,299.30306435149004,22.0954981117578,10.3955808098,1245405883036.86,21020.0,8.4,0.465920768759981,58454894.0,0.681612413449316,43408604.2844
GBR,1991,6467.6,1.55813319304026,159.199977531079,3708.49356508206,593808.311,10.3406073327393,443.90651517643397,25.9155675977965,22.1977827638,1055844797178.13,17230.0,8.8,0.309247932319381,57424897.0,0.37686880720532,50970338.5772
GHA,1991,1220.8,0.303049663822132,387.538025598478,359.82177600577,4044.701,0.26581661713919,286.291864046985,12.9579506172823,13.9953188137,6599578348.89352,410.0,118.5,2.81740972381606,15216133.0,4.82998785200255,5651271.7962
GRC,1991,4123.9,1.12176782015112,118.068245477558,2106.87173489279,67615.813,6.59023518518518,369.314131806359,29.9824171539961,5.75464161782,101179582763.133,9520.0,12.1,0.969597662700104,10260000.0,1.13952129918388,6043140.0
GTM,1991,1810.0,0.964268128998735,150.359245783176,507.428249514187,5053.126,0.553398017848475,163.980836032021,8.84912071814443,25.9599151584,9406097461.10555,990.0,73.9,2.30379611151021,9131088.0,3.27232668495656,3789401.52
HND,1991,1316.6,1.69791898935525,178.882592962367,477.518195813953,2698.912,0.536899998667155,201.12754815418901,11.8632907373475,13.6007430006,3068462060.1236,620.0,55.2,2.77407591080524,5026843.0,3.76173826039644,2045925.101
HUN,1991,5486.1,4.37386592139619,243.467046242419,2634.77037422639,63435.433,6.11520166965508,565.0777396966839,19.1091541828137,4.65611076215,33429035926.9419,2780.0,17.7,-0.00566818303152985,10373400.0,-0.18820550209908,6813249.12
IDN,1991,3862.1,1.15629486437698,263.078971773833,565.993391367808,179730.671,0.958810056771927,445.66379697894797,9.83539875317281,10.2226722192,128167999846.519,600.0,81.0,1.67076500086434,187451800.0,4.88647616431746,59234768.8
IND,1991,1926.3,0.0274882905847983,308.585808396461,380.237682480699,737851.738,0.851501665262599,691.04494854828,10.1853642689809,5.02332898715,267523504823.545,350.0,111.9,1.98311321973801,866530000.0,2.84215794024183,222871516.0
IRL,1991,6550.1,2.80788618769039,159.039721448186,2840.68865757155,33109.343,9.39085656749015,525.7595578708309,26.010239101455,0.901821756772,48319942438.9531,12590.0,8.5,0.566025794629971,3525700.0,0.916903383317764,2013174.7
ISR,1991,2644.1,0.584076926568133,128.421771913153,2326.41200242473,34315.786,6.93388280460699,382.761744298809,54.9453020812285,17.2025729267,59170288069.8687,11490.0,10.9,6.01700840350778,4949000.0,6.1275671139944,4478845.0
ITA,1991,4366.2,0.200849735386057,109.675342594011,2645.66722429092,433974.782,7.64596730190024,316.96128507744,18.4563251592489,6.74272616027,1195264703137.19,19510.0,9.2,0.069881605080073,56758650.0,0.129833645245041,37880723.01
JOR,1991,985.4,-0.283483070844501,316.935488237542,950.193229901269,9798.224,2.76395599435825,921.913264557816,24.7319322990127,8.35106263109,4193336133.68857,1120.0,37.2,11.1806565039193,3545000.0,12.8290461816591,2602030.0
JPN,1991,5415.6,0.0368954134176765,133.147409196308,3583.48175853972,1100598.712,8.88145441047119,329.99823197963,46.4162861823258,13.2928076004,3484769502927.47,27870.0,6.2,0.310355945838531,123921000.0,0.784665135439796,78565914.0
KEN,1991,1712.5,0.230995266994132,329.581782125602,459.553563045181,4840.44,0.199687229116306,143.211321012879,5.97376463834237,11.5246441545,8152105054.25449,350.0,102.7,3.32585127864644,24240108.0,4.20113038960592,4450483.8288
KOR,1991,5735.4,0.382821955023616,187.227930139122,2309.83271701951,268431.734,6.20393209762411,502.87163949284997,51.0745285199223,2.1792551792,308185041249.063,6980.0,7.0,0.926437776565327,43268000.0,2.11179648327484,32312542.4
LAC,1991,2175.36102481972,1.07923828106757,143.84470174722,1054.586253872,1001061.664,2.25221451612589,315.895410286961,31.9263754627413,11.1831768765301,1186365282009.18,2481.67223595346,52.3704872311,1.81302823768905,444478825.987659,2.48671047146712,316655780.469074
LIC,1991,1630.64753335725,0.254793702309208,362.779713741619,375.302024778283,335600.293117305,0.647484683912054,839.6686917568729,8.50649578236904,9.52599591045348,145353810597.967,281.664568933957,162.2983796404,2.6108756933541,518313871.286705,3.99476692673157,112830997.364327
LMC,1991,1934.43435979833,0.800132498687516,341.707329361565,615.667428067918,2133997.3540996,1.19312592482963,660.652840531493,11.9891438157223,7.28862306462595,842407065317.943,496.256278980763,110.7671906161,2.07589150715368,1788576804.58525,3.24363931331007,571721662.689067
LMY,1991,2447.16507276467,1.03687190438809,330.081737947774,955.873507129594,9929307.62144372,2.271417268881,812.719410626241,13.5073941473288,9.05258350384298,3741934815324.36,846.428628551075,96.7623028308,1.8154576107362,4371415044.46487,3.06143758632984,1605890513.97188
MAR,1991,1575.8,1.14045033759641,101.850816320195,289.795237339196,24975.937,0.989618253874889,347.809121806057,18.4738887875644,1.25020436464,27836559831.3913,1060.0,82.1,1.82673860920531,25237951.0,3.18116111998101,12381738.7606
MEX,1991,2426.9,1.50801121123804,145.869601433187,1490.22393667673,336586.596,3.91726855559541,383.439286437533,33.41171285967,2.43436727137,314453895611.752,3250.0,46.6,1.90006678513773,85923799.0,2.45872745600169,61693287.682
MIC,1991,2565.66464891721,1.06532468827119,329.388909458389,1012.98516325648,9591788.54175639,2.48936846209122,811.27700231422,14.0926807525862,8.96436412091161,3601110697180.04,923.863200899383,83.3258890631,1.70939908807651,3853101173.17816,2.99158596585056,1493059516.60755
MNA,1991,1636.09130840151,0.631684143967312,175.66279920707,840.202126072279,597625.188919937,2.58610268179761,574.448093595347,20.3808222090651,3.15414291865455,246650536566.113,1233.49166997493,71.3630693128,2.52102345551131,231091051.846606,3.31814893490913,120375180.192154
MOZ,1991,341.6,0.834732027280836,1037.08387604219,425.053986241999,1026.76,0.0740411592003185,180.652093276466,5.78966299576086,14.8219405565,2695475825.13329,180.0,213.5,2.33716175884153,13867422.0,7.05807537605282,3067473.7464
MYS,1991,2787.4,8.13786902447564,195.396126959973,1376.55094614677,68591.235,3.66645625503066,520.439402483817,8.0631452999165,16.9737657278,49133852000.2501,2530.0,17.1,2.70472363760648,18707774.0,5.04656512934271,9537223.1852
NGA,1991,1094.0,2.60815061149729,509.914462725382,738.498905488257,45247.113,0.452533869295639,312.46297470727,12.4446203221615,12.7830125835,27313352201.7814,270.0,213.0,2.46453829076327,99986136.0,4.48367587161917,36015006.1872
NLD,1991,7008.4,1.85381192510666,172.348978632186,4602.58195089582,172704.699,11.4601658261447,429.139099784433,12.6370072992701,11.1139256836,303365157944.366,19700.0,8.0,0.786094198906665,15070000.0,1.97262242139752,10476664.0
NZL,1991,5304.7,3.08414933960558,205.570823457462,3783.8253554977,24458.89,6.99805155789534,380.195988502514,25.3259706446167,25.0976366273,41820222974.3417,11910.0,10.5,1.35676347782932,3495100.0,1.49833971667291,2964543.82
PAK,1991,1805.4,0.568544194836849,231.918102348852,384.025361654459,68242.87,0.593570578897112,358.465289049821,15.4969628538731,10.2782291029,45451961233.9905,410.0,122.0,2.75609977906238,114970102.0,3.53735375274174,35456779.4568
PAN,1991,1882.9,1.8571453023638,97.8845584126256,637.167929870973,3391.975,1.37545046131862,211.302789598778,35.1735931029085,17.20114935,5842300000.0,2290.0,32.4,2.05484114566659,2466083.0,4.29305602471179,1359304.9496
PER,1991,2293.8,-0.020263728071128,96.2711920321081,431.642073197055,20417.856,0.922963385199347,205.852929574283,27.0877289258485,4.70996544368,34544482512.9374,1140.0,74.6,1.99299860850277,22122065.0,2.39856115744375,15304044.567
PHL,1991,2042.6,1.19777604773152,184.716072351448,457.326930947463,45830.166,0.725770915413139,293.141610191837,14.4456821585283,8.85024300945,45417505303.2898,730.0,56.8,2.43362261661138,63146876.0,4.54237877862102,31472402.9984
PRT,1991,2160.5,2.7840082299205,100.663621686559,1705.67871162557,48239.385,4.8554992450931,286.55580665693395,37.3722496225466,5.91828375134,87947086665.7416,8040.0,13.5,0.393324066538084,9935000.0,1.72059367951791,4822449.0
PRY,1991,1768.4,1.3778661739666,182.171124490593,728.514437694333,2233.203,0.512869370748342,128.24727301452498,25.9521382274338,3.10326621822,6248792635.07395,1260.0,49.3,2.56977495112964,4354331.0,3.95642033397854,2150168.6478
ROM,1991,3191.6,0.138663278135459,323.18092264719,2214.16734957947,137530.835,5.93188850549925,865.8212761612671,8.87606210912228,2.847881644,28846858763.0854,1430.0,36.3,-0.0948439397344897,23185000.0,0.205456580257216,12371516.0
SAS,1991,1961.48505751236,0.109328647063654,286.188783257115,353.145833508362,829911.773,0.723665925546587,592.476911545147,10.6082165036674,5.54095952283736,359748301236.552,349.317543925216,117.1907170585,2.13572557589954,1146816153.2867,3.10530206641604,288696112.166527
SAU,1991,4200.6,0.121825015970557,204.743548888436,4175.00163769565,268475.738,16.1055512243605,789.821897243634,35.123328680598,7.60746946695,131335915472.951,8120.0,42.3,3.23545524751232,16669764.0,3.78226041153405,12839052.2328
SDN,1991,681.1,-0.00544852704192426,361.778478086049,390.570610863599,5386.823,0.198337416130469,183.71635386631598,9.3784500550131,4.74784129676,11379222223.3522,430.0,123.6,2.48166920211779,27159893.0,5.95449695340332,7479834.5322
SEN,1991,825.6,-0.134415068591442,152.491628469883,224.297925623398,3424.978,0.459015914485523,312.067461609143,19.530776846204,24.0738341152,5617174598.70818,740.0,136.9,2.99269977844687,7461567.0,3.40211693171318,2921949.6372
SLV,1991,1633.5,0.474120032426021,133.449475173528,501.61870766075,3230.627,0.596797794456547,158.770698218871,18.5024427938091,0.644112726617,5310996633.41646,940.0,59.4,1.4968857430448,5413269.0,3.42931302568505,2715295.7304
SSA,1991,1043.1904034784,0.732013572766461,375.299204192055,690.425638984017,472215.621479124,0.89686582814694,564.865166921188,11.4235239672913,11.099150772126,311158000947.935,573.5826740355581,173.7965869451,2.74680292631091,526517575.605253,4.43176319768703,150420847.583611
SWE,1991,4492.6,2.46251183563951,234.189921451335,5650.75753707615,55401.036,6.42897347227702,266.44229249027603,12.1986794160652,7.11711930088,257902646742.621,27630.0,6.4,0.680005371936498,8617400.0,0.848335381252292,7173123.76
SYR,1991,922.3,0.415965901066875,284.50776817061,898.502251701177,43193.593,3.40370134930284,1077.7707819607201,30.8912724111228,0.253370240298,12981833333.3333,1000.0,35.8,2.97033069146704,12690183.0,3.4166679819783,6235955.9262
TGO,1991,762.7,0.404408588083351,387.724775028201,345.229004069108,843.41,0.225044359949303,252.746069432921,17.3586818757921,11.2565362858,1602293605.39122,410.0,144.3,2.21884529051022,3747750.0,4.25771894297437,1151308.8
THA,1991,2295.3,2.05017747927966,186.876692153172,789.121942882841,116148.558,2.01257149374287,476.60910568327097,10.2774283241444,15.2067035167,98234713406.7918,1650.0,28.9,1.11421447617746,57711519.0,1.72459276997925,17071067.3202
TUR,1991,2239.4,0.536277347901635,118.122456351564,945.887386850795,151799.132,2.75653203769534,344.23583592590603,24.66732572008,1.74193468051,151041248184.246,2580.0,76.8,1.71912534752096,55068880.0,2.69408684410413,32920176.464
TZA,1991,1233.8,0.000201751307158204,457.485612073551,377.208053119322,2434.888,0.092470500458557,112.15010695343899,5.23933092939482,26.5127625021,4956597377.66083,180.0,154.6,3.29125996151896,26331511.0,4.97020810917395,5060916.4142
UMC,1991,3189.02661182311,1.15689799860054,324.830886904912,1353.44486399974,7456999.42934626,3.61196968308426,868.080758333021,15.8895020085645,9.62379020504302,2758442846921.02,1295.35968413324,47.6349503893,1.3940135976225,2064524368.59291,2.83579609678068,921337853.918485
URY,1991,2421.3,0.288590416893407,103.859535205388,779.642558301449,4554.414,1.45455457117855,193.767464442424,49.6200106031669,0.250873335037,11206193313.0458,3180.0,22.4,0.705678427326593,3131140.0,1.04219024235793,2796108.02
USA,1991,4510.2,0.390847623383412,242.889301978158,7631.52136326443,4870238.042,19.2513984923769,612.716458401764,41.651899154482,14.7821905837,5930700000000.0,23460.0,10.9,1.33626065641121,252981000.0,1.86606330449331,191506617.0
VEN,1991,2621.0,3.70353453297405,218.924026971221,2249.00321829975,115440.827,5.71574129821261,556.3856431812541,33.4109669752934,50.4928868187,51734363023.784,2590.0,32.3,2.23805871791205,20197000.0,2.8294264969168,17127056.0
VNM,1991,3006.3,3.90279678627062,390.49513515532,367.582224905714,21451.95,0.319024157376893,338.91024378193504,9.15595665829893,4.49020671717,9613369553.85061,110.0,49.7,1.83962606206029,67242400.0,3.69424242130898,13905728.32
WLD,1991,2873.12599483206,0.753775421955137,236.587814754452,1659.26164577201,22867024.0,4.26774739503743,628.940372737446,16.935381024377,9.33847175857806,22972298453475.6,4204.2439627306,88.692497258,1.6263787680428,5358101565.84946,2.48219276867965,2312121585.34621
ZAF,1991,1988.7,0.21138110136614,352.195729574732,2723.33839429766,346337.149,9.63838561571526,1246.48419049109,28.0912273614334,6.63274967624,120225327665.385,3320.0,58.3,2.06130097419322,35933107.7639498,3.01824607580828,18864881.5760736
ZAR,1991,802.3,0.13633414759169,572.42058149151,318.105334997596,3755.008,0.0991913295498239,178.491689050909,13.318921079584,9.96328429315,9087965281.52807,210.0,181.4,3.90552839769677,37856212.0,4.33625411745479,10569454.3904
ZMB,1991,1639.4,1.01575708603766,567.247765002699,689.750162742261,2416.553,0.299524217486129,246.32751409248698,9.72117900260437,35.9804241295,3376791604.16198,400.0,184.1,2.61088001642736,8067972.0,1.43649838044394,3141668.2968
AGO,1992,397.0,4.98245984723078,193.632182661972,550.548264050147,4418.735,0.401596941172835,141.24482329234002,15.6606297788494,12.399822686,5779394291.7582,470.0,235.3,3.22698986166594,11002910.0,6.75045876038023,4385759.926
ARE,1992,2315.3,0.366309323451936,227.818578037665,11058.790176233,58136.618,28.8648837318994,594.636181917673,26.6568855987429,0.266889498711,35412694052.5501,19430.0,19.4,5.31651551005473,2014095.0,5.13905317421787,1587509.679
ARG,1992,3057.3,1.93679057503646,162.694128374235,1489.45070789009,121447.373,3.62096868568039,395.5218800236,39.0421348250119,5.06085528202,228779382768.151,6300.0,24.9,1.34001664936678,33540023.0,1.72854416359586,29407892.1664
ARM,1992,1842.8,0.188593618773424,769.744983856458,1193.32886948759,3681.668,1.06716870438326,688.366617226266,33.6698899111289,6.93071782749,1272577521.7683,310.0,50.5,-1.78433577198332,3449940.0,-2.14179817227927,2312149.788
AUS,1992,1896.5,1.73230281278378,211.314309371615,4957.33861103172,294456.433,16.8308907116319,717.4430326229871,60.3051271791941,7.9397736986,328991771129.739,18890.0,8.2,1.21862740855203,17495000.0,1.37692310906956,14989716.0
AUT,1992,5160.0,0.747003481745445,121.614503026959,3256.04537553972,60531.169,7.77783761273182,290.505121028905,19.8008639619126,21.0148730959,193096520160.28,24140.0,8.4,-0.21025050480435,7782519.0,-0.210250518072477,5120897.502
BGD,1992,2625.6,0.011737580425406,155.245749548746,120.235439050409,17748.28,0.16101783293357,207.90321357754198,9.63012433913351,1.53794804362,31708863729.9733,320.0,132.1,2.25410478995121,110225555.0,4.11964735610133,22662374.108
BGR,1992,2953.7,0.400119534526687,369.597465937487,2413.88442622951,53600.539,6.27640971896956,961.000908788333,13.9324941451991,3.10501814813,10371900499.4574,1430.0,22.5,-1.07152194791562,8540000.0,-0.652485185672829,5718384.0
BLR,1992,2741.4,0.0411228167488486,622.35902402126,3620.72768206735,87487.286,8.56375156617071,1472.0046727290498,15.894919733751,6.70758664582,17022180272.211,1670.0,17.0,0.215580667634297,10216000.0,0.786409931419387,6820201.6
BOL,1992,1399.7,1.64957893261504,130.147648109716,408.716710007559,6648.271,0.953270841769226,303.550001822876,26.13516049513,8.95352214692,5643864513.49805,790.0,112.9,2.32580801049334,6974168.0,3.66527111057829,3983644.7616
BRA,1992,2142.4,0.527694958047551,133.089201741026,934.013848938257,220705.729,1.42775731935799,203.44353794032799,35.3475091485849,11.3492896411,390566551483.761,2780.0,54.7,1.58789501308395,154582103.0,2.38050154032602,117482398.28
CAN,1992,2460.6,0.824250763302976,288.485717551214,7480.0253427777,467648.843,16.3974560067495,632.408534108649,40.0687318854813,6.18818524996,579531728303.136,20790.0,7.7,1.22741898187185,28519597.3575112,1.51339343908303,21971497.8042267
CHE,1992,6028.1,0.449628576586018,111.486772483541,3606.43127272727,43325.605,6.30190618181818,194.812857247014,14.9949818181818,17.8427060498,250982186821.931,37960.0,7.4,1.0969030678358,6875000.0,1.20601389529085,5043500.0
CHL,1992,4177.4,2.10511183024102,142.855232285172,1099.41277372682,34117.768,2.49428554112393,324.101874089509,34.9963332627353,15.9705981064,44467946384.2462,3020.0,16.4,1.83759683506814,13678373.0,2.10066048073502,11454269.5502
CHN,1992,4366.6,2.63946807522414,568.488545825916,760.353575628557,2695982.067,2.31420729031649,1730.24811006405,9.63057812647536,13.6644058703,422660918111.413,390.0,46.5,1.2255362283362,1164970000.0,4.0229214325768,337841300.0
CIV,1992,858.5,-2.0697067871129,201.270681804663,358.970942546664,4624.087,0.345550474939879,193.745987337217,16.93044410546,22.5924528745,11153005024.6967,750.0,154.2,3.31179092634687,13381799.0,4.15735677011402,5403570.4362
CMR,1992,1072.3,0.256256384669954,215.049135273331,394.549554255981,3795.345,0.294612321546755,160.578371730698,14.2914507472382,7.14352349274,11396311478.4043,870.0,139.3,2.77521597017459,12882506.0,4.9616148508349,5480218.0524
COG,1992,653.0,0.0933793483977211,92.2114065706388,326.524206847404,1573.143,0.624214545217912,176.280042977931,29.8295846830961,5.43991074785,2933231579.46436,1050.0,113.8,2.66425951806933,2520196.0,3.42887274620493,1389636.0744
COL,1992,2549.9,1.47870562373687,117.787377697253,742.490017847474,62049.307,1.7986704126196,285.33807344413395,31.4660104456233,20.3505817495,49279585355.0948,1320.0,34.3,1.89434682357071,34497319.0,2.53240003230417,23865245.2842
CRI,1992,3169.0,2.63599556554159,122.343152082733,813.603675706987,3791.678,1.17576916004439,176.802673656189,24.4027239725023,19.8421793402,8573610781.22931,2610.0,16.2,2.42932085419957,3224849.0,4.38228355634796,1700785.3626
DEU,1992,5335.6,-0.102668569334639,154.362359689248,4194.98638122643,928326.719,11.5142726607462,423.689169998818,7.91003423298273,32.5029198576,2062141515341.26,25050.0,7.6,0.759475209579703,80624000.0,0.814149944490027,59000643.2
DNK,1992,4314.2,0.677374098318879,136.33484299152,3563.02998065764,54528.29,10.5470580270793,403.56985710204503,20.0388394584139,4.84301875013,150195490465.698,28450.0,7.8,0.309957609456147,5170000.0,0.357094089941045,4388296.0
DOM,1992,4108.3,1.59341077567986,158.557679117187,651.704688683728,11206.352,1.4970508116964,364.227703659007,21.0542775420443,22.1327798134413,11277694536.9488,1320.0,56.9,1.96685765596668,7485619.0,2.89576751504714,4209912.1256
DZA,1992,943.2,0.0624957070020992,152.652300393203,908.458286098609,82261.811,3.0974435959316,520.477271760863,7.13664889058346,6.30637542074,48003297248.8691,1930.0,62.9,2.39076573872667,26557969.0,3.85503068413142,14251006.1654
ECA,1992,1904.25101534183,0.31678306939648,474.114826863821,3560.09561438991,3885852.60760128,9.82977310061445,1316.9257034422199,16.2766334834978,6.83813742601415,846992522719.01,2151.54060230499,49.9733105946,0.342137703217944,395314578.253936,0.411930222920461,248427644.897171
ECU,1992,1775.7,1.48373507606046,103.490068965989,582.247122476325,22302.694,2.07945078548525,369.606816236346,26.1346625790038,22.0608431458,11996750826.4762,1040.0,47.4,2.18478376759118,10725281.0,3.1506292296767,6025462.8658
EGY,1992,5898.7,1.09663050471237,170.877857590397,562.549195507072,81264.387,1.37726043419291,418.351522353116,21.1196248305126,2.0175877187,41855483504.0259,740.0,83.0,1.79898004917145,59004372.0,1.47557944390637,25501689.5784
EMU,1992,4541.24293972415,1.10023032482677,146.102368064642,3488.56741313502,2655681.737,8.63564264129024,361.663597183774,17.6027422089119,12.2475596241461,6512807190642.12,20847.2253443294,8.7780972365,0.448104399645615,307525663.961845,0.639032069229373,218082720.119631
ESP,1992,1956.1,2.16716809905343,119.709999800738,2434.89456137095,245098.613,6.27368131003193,308.441441485235,22.2207728881238,7.94651768075,612583910450.187,15220.0,9.9,0.330516538025445,39067750.0,0.462334225725097,29535219.0
FIN,1992,2845.8,0.359914840501183,259.24162444597,5380.98452994843,49126.799,9.7435142800476,469.416787153679,17.9796905989687,8.69868638696,110128749668.171,23450.0,6.0,0.556882867819786,5042000.0,0.556882902962653,3095788.0
FRA,1992,6488.2,1.59067806241732,160.342037264573,3959.99019128894,397037.091,6.76255835397878,273.819461973106,22.0927726791186,10.4120461206,1372968029739.78,23390.0,8.0,0.437301724866665,58711078.0,0.652529141820897,43692784.2476
GBR,1992,6324.5,1.51673048693221,158.408428672463,3685.48601509441,587453.4,10.2023148396513,438.512764924847,25.9465342748643,22.4938843405,1091751491751.49,18980.0,8.3,0.270432918783876,57580403.0,0.33800809874018,51142913.9446
GHA,1992,1042.1,0.350870347658974,386.3910540934,362.207487081344,4096.039,0.261629983992562,279.098276272302,13.1214235805958,13.9953273977,6412625105.00566,430.0,116.0,2.84882108708905,15655847.0,4.82169232642085,5930434.8436
GRC,1992,3606.7,1.02285984937066,120.137562063256,2135.90472516876,75503.53,7.28095756991321,409.529733057861,29.7735101253616,6.24425088204,111843279478.012,10790.0,11.5,1.06641818258346,10370000.0,1.23605357469909,6118300.0
